1.000000000000000000e+00,7.750000000000000000e+00,2.000000000000000042e-02
2.000000000000000000e+00,7.330000000000000071e+00,2.999999999999999889e-02
3.000000000000000000e+00,6.889999999999999680e+00,2.999999999999999889e-02
4.000000000000000000e+00,6.450000000000000178e+00,4.000000000000000083e-02
5.000000000000000000e+00,5.959999999999999964e+00,5.000000000000000278e-02
6.000000000000000000e+00,5.549999999999999822e+00,5.999999999999999778e-02
7.000000000000000000e+00,5.099999999999999645e+00,8.000000000000000167e-02
8.000000000000000000e+00,4.490000000000000213e+00,1.100000000000000006e-01
9.000000000000000000e+00,3.930000000000000160e+00,1.400000000000000133e-01
1.000000000000000000e+01,3.580000000000000071e+00,1.700000000000000122e-01
